Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Nepal,Government,88,"Nepal peace process","Asia and Pacific",333,"Comprehensive Agreement concluded between the Government of Nepal and the Communist Party of Nepal (Maoist)",2006-11-21,"Multiparty signed/agreed",13,30327,Intra,SubComp,FrAg,"Prachanda, President, Communist Party of Nepal (Maoist)	
Girija Prasad Koirala, Prime Minister, Government of Nepal
Signed on November 21, 2006
",,"Page 1, preamble: Reaffirming the full commitment towards the twelve-point agreement reached between the seven political parties and the CPN (Maoist); the eight-point understanding; the twenty- five point code of conduct agreed between Nepal Government and the CPN (Maoist); the decision made in the meeting held between senior leaders of the seven political parties and the CPN (Maoist) held on Nov. 8, 2006, as well as all agreements, understandings, code of conducts reached between Nepal Government and CPN (Maoist); and correspondence of similar intent sent to the United Nations,

Page 3, 3, Political - Economic - Social Transformation and Conflict Management, 3.1: To ensure progressive political, economic and social transformation on the basis of the decisions reached at the meeting of senior leaders of seven political parties and the CPN (Maoist) on Nov. 8, 2006 (Addendum-6).

Page 4, 4, Management of Army and Armament: To carry out the following tasks in accordance with the 12-point understanding, eight-point agreement, 25-point code of conduct, the five point letter sent to the United Nations and the decisions of the meeting of senior leaders held on November 8 taken in the past in order to hold the constituent assembly elections in a peaceful, fair and fear-less environment and to carry out democratization and restructuring of the army.
 
Page 5, 4, Management of Army and Armament, Concerning the Maoist Army, 4.1: As per the commitment expressed in the letter sent on behalf of the Nepal Government and the CPN (Maoist) to the United Nations on August 9, 2006, the Maoists' Army combatants to remain within the following temporary cantonments in the following places. The UN to verify and monitor them.

Page 8, 6, End of War, 6.1: Giving permanent form to the ongoing ceasefire between the government and the Maoists on the basis of the historic agreement reached between the seven political parties and the CPN (Maoist) on November 8, 2006, we declare that the armed war going on since 1995 has ended.

Page 9, 6, End of War, 6.2: The decisions taken by the meeting of senior leaders of the seven political parties and the CPN (Maoist) on November 8, 2006 will be the main policy basis for long term peace.

Page 12, 8, Dispute Settlement and Implementation Mechanism, 8.4: Both parties express commitment to the fact that the interim Council of Ministers can constitute and determine the working procedures of the National Peace and Rehabilitation Commission, the Truth and Reconciliation Commission, the High- level State Restructuring Recommendation Commission and other mechanisms as necessary to implement this agreement, the Interim Constitution and all the decisions, agreements and understandings reached between the seven parties, the Nepal Government and the CPN (Maoist).

Page 12, 9, Implementation and Follow-up, 9.2: Both parties agree to the monitoring of the management of arms and the armies by the United Nations Mission in Nepal as mentioned in the five-point letter send to the UN earlier and in the present agreement.

Page 12, 10, Miscellaneous, 10.1: Both parties agree not to operate parallel or other forms of mechanism in any areas of the state or state machinery as per the spirit of the decisions of November 8 and the essence of the peace agreement.
",NPL,,790,,269,1337,29,931,2,0,0,1,0,2,1,1,0,0,2,0,1,0,0,2,0,1,0,0,2,1,1,0,0,3,0,1,1,0,2,0,1,0,0,2,0,1,0,0,3,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,2,0,1,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,3,1,0,2,2,3,0,1,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,2,0,0,0,1,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",1327,"Local Peace Council and its Procedure-2006",2006-09-01,"Unilateral document",3,7949,Intra,SubPar,Iss,"Unsigned. Presumed to be agreed between the Government of Nepal and the CPN (Maoists)",,"Page 1, Untitled Preamble: Whereas, the epoch-making peoples’ movement 2006 and the Proclamation of the House of  Representatives  adopted  on  May  18,  2006  have reinstated the fact that the source of the entire state is the Nepali people and the sovereignty and state powers of Nepal is inherent only in Nepali people;
Whereas, it is expedient to strengthen the peace process to establish a sustainable peace in the country by bringing into practice the spirit and ideals of the 12-points Agreement concluded between the political parties and the CPN (Maoists) in the past and the subsequent 25-points Ceasefire Code of Conduct on May 26, 2006, and also 8 points Agreement;

Page 2, 4, Functions, Duties and Powers of the Council, 4.8: To monitor implementation aspects of the 25-points Code of Conduct for Ceasefire reached between the Government of Nepal and the CPN (Maoists) at local level. To make resolution at the local level of the problems those are seen during the monitoring. To bring the problems of grave nature to the knowledge of the Peace Committee seen in the course of monitoring.

",NPL,,790,,269,,,931,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",1324,"Terms of Reference and Power of the National Monitoring Committee on Code of Conduct for Ceasefire 
",2006-06-26,"Multiparty signed/agreed",2,4678,Intra,Cea,Rel,"On behalf of CPN (Maoists): Coordinator: Krishna Bahadur Mahara;
On behalf of Government of Nepal: Coordinator: Krishna Prasad Sitaula




",,"Page 1, 1: To investigate and monitor whether the issues referred to in the 25 points Code of Conduct prepared under the agreement reached between the Government negotiating team and Maoists Negotiating Team on 26 May 2006 are implemented or not as per the international norms, and recommend the suggestions and ask both the parties to implement them.

Page 1, 3: While monitoring according to the point No. 1 and 2, to make the basis to the spirit of the 12 points understanding between the Seven Political parties and the CPN (Maoists) reached on 22 November 2005 and the 8 Points agreement between the Government of Nepal and the CPN (Maoists) reached on 16 June 2006, and also to the agreements that may be reached in future.",NPL,,790,,269,,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",1326,"Procedures of the National Monitoring Committee on Code of Conduct for Ceasefire
",2006-06-26,"Multiparty signed/agreed",4,7326,Intra,Cea,Rel,"Unsigned but reference is made to approval by the 'negotiating team' which is defined in the document as: 

Page 1, 3, Definition, (b)""Negotiating Team"" means the negotiating teams of the Government of Nepal and the CPN (Maoists).

",,"Page 1, 3, Definition, (e): ""Code of Conduct"" means the 25 points Code of Conduct for Ceasefire framed after an agreement between the Government of Nepal and the CPN (Maoists) on 26 May 2006.

Page 1, 3, Definition, (k): ""Peace Process"" means all the activities to  be carried according to  the principles of international  peace process for the peaceful transformation of the violent insurgency in Nepal started from 1995 and the existing conflicts in the Nepalese society according to the dialogue, understandings, consensus and agreements reached between Government of Nepal, the Seven Political Parties and the CPN (Maoists) who had participated in the People's Movement - 2006.

Page 1, 4, Jurisdiction: The jurisdiction of the committee shall be according to the 17 points terms of reference and power as specified negotiating teams on 26 June 2006.

Page 2, 11, Basic responsibilities to be abided by the members of the committee, (g): To follow the 17-point terms of reference and power while performing the activities and expressing statements in the capacity of a member of the committee provided that it shall not be deemed to be restricted by this clause, while being active or express statements on the basis of the profession or the belief.",NPL,,790,,269,,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",86,"Agreement of the Third Round Negotiations between the Government of Nepal and CPN (Maoists) at the Prime Minister's Baluwatar and 8-Point Agreement",2006-06-16,"Multiparty signed/agreed",3,4888,Intra,Pre,PreMix,"Third Round negotiations: On behalf of the CPN-Maoist, Coordinator: Krishna Bahadur Mahara   
On behalf of the Government of Nepal, Coordinator: Krishna Prasad Sitaula

8 point agreement: On behalf of CPN (Maoists): Prachanda Chairman CPN (Maoists);

On behalf of the Seven Political Parties:
Shree Girija Prasad Koirala, Prime Minister and President, Nepali Congress;
Shree Madhav Kumar, Nepal General Secretary, CPN (UML);
Shree Sher Bahadur Deuba President, Nepali Congress (Democratic);
Shree Amik Sherchan, Deputy Prime Minister and Chairperson, Janamorcha Nepal;
Shree Narayan Man Bijhuckchhe President, Nepal Majdur Kisan Party;
Shree Bharat Bimal Yadav Vice President, Nepal Sadbhavana Party (Anandidevi);
Shree Prabhu Narayan Chaudary Minister and Chairperson Bammorcha, Nepal.

",," Page 1, Agreement of the Third Round Negotiations between the Government of Nepal and CPN (Maoists) at the Prime Minister's Baluwatar: Ensuring the people's rights obtained by the people through the people's movement in 1990, the commitment expressed in 12 points understanding between the Seven Political Parties and the CPN (Maoists) and democratic rights achieved through the recently held historical peoples movement, the interim constitution drafting committee as follow has been formed to prepare a draft of the interim constitution as per the spirit of preamble of the Code of Conduct agreed between the Government of Nepal and the CPN (Maoists) on 26 May 2006.

Page 25, Eight-Point Agreement of the Top leaders, 1: To implement effectively and honestly the 12-points understanding reached between the Seven Political Parties and the CPN (Maoists) on November 22, 2005 and the 25-points Code of Conduct on Ceasefire reached in agreement between the Government of Nepal and CPN (Maoists) and made public by the Government -Maoist Negotiating team on 26 May 2006.
",NPL,,790,,269,1437,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",1063,"Agreement reached between the Government of Nepal and the CPN (Maoists) at Kupodole",2006-06-15,"Multiparty signed/agreed",3,2655,Intra,Imp,ImpMod,"On behalf of the CPN-Maoist: Coordinator: Krishna Bahadur Mahara   
On behalf of the Government of Nepal: Coordinator: Krishna Prasad Sitaula

",,,NPL,,790,,269,,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nepal,Government,88,"Nepal peace process","Asia and Pacific",85,"25-Point Ceasefire Code of Conduct Agreed between the Government of Nepal and SPN (Maoist)",2006-05-25,"Multiparty signed/agreed",4,5958,Intra,Cea,Ceas,"On behalf of the CPN (Maoist) Coordinator: Krishna Bahadur Mahara	
On behalf of the Govt. of Nepal Coordinator: KrishnaPrasad Sitaula
 
",,"page 1, preamble: Remaining  committed  towards  the  Universal  Declaration  of  Human  Rights  1948,  and  the  basic  principles  and  norms  concerning  international humanitarian law and human rights;

page 1, preamble: Expressing commitment to fully comply with the 12 points understanding reached between the seven political parties and the CPN (Maoists);


",NPL,,790,,269,1438,,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,1,1
Nicaragua,Government,32,"Nicaragua contra process",Americas,1086,"Protocolo de Verificación",1992-10-02,"Multiparty signed/agreed",5,8905,Intra,Imp,ImpOth,"Violeta Barrios de Chamorro – President of the Republic of Nicaragua;
His Most Reverend Eminence Cardinal Miguel Obando y Bravo;
Dr Santiago Murray – General Coordinator of the International Support and Verification Commission of the Organization of American States in Nicaragua;",,"Page 2, VERIFICATION PROTOCOL, CHAPTER I, CREATION, COMPOSITION AND MANDATE
Article 3. The mandate of the Commission is derived from:
a) the agreements signed by the presidents of Central America (Esquipulas II and Tela);
b) the agreements signed between the Government of the Republic of Nicaragua and the Nicaraguan Resistance (Toncontín, Effective and Definitive Ceasefire, the Declaration of Managua and its Protocol) and subsequent agreements;
c) the letter of invitation from the President of the Republic of Nicaragua, Violeta B. de Chamorro, to His Most Reverend Eminence Cardinal Miguel Obandoy Bravo and the General Coordinator of the International Support and Verification Commission of the Organization of American States, Dr Santiago Murray, and the corresponding response;",NIC,,93,,336,,,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Niger/Air and Azawad",Government/territory,90,"Niger peace process","Africa (excl MENA)",1521,"Accord de N'Djaména entre le Gouvernement de la République du Niger et le Front Démocratique pour le Renouveau (FDR)",1998-08-21,"Multiparty signed/agreed",2,4136,Intra,SubPar,MultIss,"HAVE SIGNED 
For The Government of the Republic of Niger
The High Commissioner for the Restoration of Peace Mr MOUSTAPHA TAHI

For the Democratic Front for Renewal 
GOUKOUNI MAHAMAN ZENE","HAVE SIGNED 
For the Government of the Republic of Chad
The Minister of Foreign Affairs and Cooperation MAHAMAT SALEH ANNADIF
",,NER,,436,,373,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"Niger/Air and Azawad",Government/territory,90,"Niger peace process","Africa (excl MENA)",522,"Protocole d'accord additionnel entre le Gouvernement de la Republique du Niger et l'Union des Forces de la Resistance Armee (FPLS, MUR, FAR) et les Forces Armees Revolutionnaires du Sahara",1997-11-23,"Multiparty signed/agreed",2,4269,Intra,SubPar,MultIss,"HAVE SIGNED
For the Government of the Republic of Niger ISSOFOU OUBANDAWAKI
For the Union of Forces of the Armed Resistance (FPLS, MUR, FAR) MOHAMED ANACKO
For the Revolutionary Armed Forces of the Sahara (FARS) BARKA WARDOUGOU
","HAVE SIGNED
For the Government of the Democratic and Popular Republic of Algeria MADJID BOUGUERRA","Page 1, Untitled preamble: 
In implementing the Peace Agreement of April 24, 1995, the Government of the Republic of Niger, the Union of Forces of the Armed Resistance (l’Union des Forces de la Résistance Armées (UFRA/FPFS, MUR, FAR) and the Revolutionary Armed Forces of the Sahara (les Forces Armées Révolutionnaires du Sahara, FARS),
[...]",NER,,436,,373,1563,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1
Nigeria,Inter-group,121,"Nigeria - local agreements","Africa (excl MENA)",1959,"Movement for the Emancipation of the Niger Delta (MEND) Statement",2016-07-30,"Multiparty signed/agreed",2,6608,IntraLocal,SubPar,MultIss,"Movement for the Emancipation of the Niger Delta (MEND)",,,NGA,,475,,425,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"Papua New Guinea/(Bougainville)",Government/territory,10,"Bougainville: peace process","Asia and Pacific",1902,"AIDE MEMOIRE
Aide Memoire, Presentation of the Bougainville Peace Agreement, and Formal Request
for Assistance in Implementation by the United Nations Political Office, Observer Mission in Bougainville. Papua New Guinea (UNPOB/UNOMB)
",2001-09-14,"Unilateral document",4,5390,InterIntra,Oth,,"Government of Papua New Guinea",,"Page 5, Enclosure I, AIDE MEMOIRE, Presentation of the Boufainville Peace Agreement, and Formal Request for Assistance in Implementation by the United Nations Political Office/ Observer Mission in Bougainville, Papua New Guinea (UNPOB / UNOMB), INTRODUCTION AND OUTLINE
This agreement is a joint creation by the Government of the Independent State of Papua New Guinea and Leaders representing the people of Bougainville (""the Parties"") to resolve the Bougainville conflict and to secure a lasting peace by peaceful means.
It is intended to further the objectives of The Burnham Truce, the Lincoln and Ceasefire Agreements and other agreements and understandings between the parties.
",PNG,,910,,369,,,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
